0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
-0.5405804,1.3437787,-1.9932451,-1.630992,-1.4032274,1.9516306,-1.038567,-1.643898,-0.19163741,-0.6783715,-1.1365129,-0.13779825,-1.6978697,0.06040515,-0.7161041,0.43161562,-0.40370002,-0.12645969,-1.6014514,0.24756023,0.005313747,0.44289154,-1.0943016,-0.09071626,-0.826364,0.9301513,0.18411855,-1.0024877,-1.090678,-1.517177,-0.17595202,0.5097313,0.81545895,0.23123996,-1.1279224,-0.8680217,0.8555276,-0.8071857,0.7591695,0.32945716,-1.0867326,0.56830037,1.2294458,0.1598447,-0.3612314,0.66453743,0.3409735,0.20460212,-0.44789746,-0.14763278
-0.2773693,-0.1382888,0.18315816,2.5492125,0.5364783,-0.13118798,-1.3969573,1.2098838,-1.3507762,0.92533225,-0.24719352,1.1559123,0.051804647,0.23973626,0.31982625,-0.8487492,-0.049246646,-0.6261079,0.5297628,0.01935891,0.46472716,0.26817685,0.3087222,0.088134006,0.5656464,-0.12220925,0.070005625,-0.2566455,0.23252034,0.5963982,0.22354877,-0.004090387,0.12112135,0.20165642,0.72221893,-0.20329714,-0.12847437,0.57411504,-0.41421044,0.05241088,0.13769878,-0.4145461,-0.2727785,0.12623471,-0.14720128,-0.40185112,-0.1285084,-0.0703353,0.2120836,0.4112544
0.13502693,-1.3494114,1.3952127,2.937361,0.89636505,-1.6741881,-0.4223595,1.6363046,-0.8314355,1.1421214,0.9424475,0.78041816,0.20194474,0.25615966,0.45355105,-0.45703772,0.06222494,-0.08529034,1.4970881,-0.25468752,-0.087131694,0.41205174,0.67445743,0.23668018,1.028747,-0.7670715,0.15345347,0.50725436,0.768042,1.2683798,0.4271645,-0.21506494,-0.46563536,0.1810508,0.94443345,0.48784852,-0.30400956,0.6357176,-0.8388397,-0.3494304,0.8686531,-0.53189474,-0.93556976,0.027704798,0.15847903,-0.32806045,-0.27820086,-0.30011344,0.19865593,0.2352336
0.24041522,1.4301031,-1.1409625,-1.6521833,-0.81393296,0.69730824,-0.21037659,-1.2214519,0.44191217,-0.9398608,-0.93667203,-0.12920807,-0.44235814,-0.5593784,-0.14947091,0.033358306,-0.25288478,-0.14920634,-1.013397,0.63235193,-0.16466434,0.35670963,-0.5616166,-0.31007624,-0.7911285,0.29880503,0.24112244,-0.3856966,-0.5859635,-0.59634405,-0.06531407,0.04605872,0.47783607,-0.001830166,-0.62811977,-0.17560697,0.21717459,-0.49218178,0.2091309,0.1289434,-0.7390213,0.38377154,0.5283519,0.016776217,-0.06425565,0.29250923,-0.002239137,0.10449567,-0.28084818,-0.3165387
-0.22519961,-0.38709927,0.58208954,1.1472049,0.54621464,0.13789764,-0.39012945,0.39434174,-0.26754874,0.31784093,-0.48185107,0.43328547,0.28102988,-0.18780787,0.09734495,-0.14255191,0.052311964,-0.419386,-0.115895286,-0.06201092,-0.03549555,0.20498565,0.0493331,-0.2478828,-0.017704152,-0.21821257,0.12098317,-0.25696465,-0.18457246,0.08248935,0.11986287,-0.04382998,0.1504592,0.053954583,0.31548244,0.08259644,-0.026902236,0.21381222,0.037505463,0.034059167,-0.25374982,0.028436169,-0.10990073,-0.1161652,-0.18765432,-0.12363869,0.09896054,0.08388308,-0.003569554,0.265907
-0.3224072,-0.8681758,0.75810766,2.9732633,0.54221743,-0.4036099,-1.0762818,1.8382921,-1.1651783,1.1306828,0.20310768,0.63934046,-0.3003803,0.417162,-0.2352483,-0.5593086,-0.07777527,-0.302665,1.2495021,-0.36841294,0.072487965,0.20342655,0.561111,0.3240323,1.0070155,-0.445611,0.09158533,-0.059530154,0.6903199,1.1454521,0.62570906,-0.11464814,-0.22047198,0.48123425,0.8480212,0.098971345,-0.22453916,0.5496186,-0.50610507,-0.16507834,0.49642593,-0.3399342,-0.6932162,0.26757678,-0.005900081,-0.3101554,-0.36251524,-0.43442145,0.36493704,0.49573296
-0.4039388,-0.8455558,0.7534807,2.1414351,0.0765778,0.3969448,-0.55237466,0.6348722,-0.57514983,0.51338047,-0.44599792,0.5948883,0.14759211,-0.07552383,0.02954307,-0.3373375,-0.06875584,-0.318641,0.5254841,-0.21181636,0.040530805,0.12274692,-0.034883134,-0.17246383,0.35478726,-0.13537645,0.16673897,-0.22593758,0.006587738,0.14881611,0.19097735,-0.024211083,0.09894128,0.23470616,0.45308334,-0.031375486,0.21773146,0.2598444,-0.06905565,0.09710438,0.08490202,-0.18327025,-0.046448004,-0.109471805,-0.02245729,-0.22342038,0.073698945,-0.040726658,0.16975495,0.25527146
-0.4316177,-0.4184454,-0.049526975,1.1997,0.14620605,0.45243448,-0.68811506,0.40604362,-0.37022117,0.2416799,-0.21674925,0.26988038,-0.6484029,0.33439985,-0.5328944,-0.17453799,-0.33347172,-0.19421935,0.14320946,0.06514168,0.049388427,0.118812665,-0.0780872,0.18028805,0.30640715,0.02542581,-0.018974043,-0.3100149,-0.18863595,0.13515641,0.25182188,0.002361991,0.12174228,0.23041412,-0.03095775,-0.3671982,0.10923033,0.14608848,0.08018788,0.10612594,-0.06430368,0.020204753,0.12689894,0.042711757,-0.11005933,-0.06769591,-0.036923334,-0.13901082,0.1070462,0.13998285
0.54814804,1.5731205,-2.0109417,-2.6922073,-0.8740282,0.3794994,0.17361107,-2.2859042,1.0423038,-1.2780436,-0.41228715,-0.5528048,-0.91402394,-0.35563564,-0.28482288,0.58882254,-0.32345715,0.26582387,-1.1130294,0.43813124,-0.32343537,0.20011085,-0.57225305,-0.32528287,-1.0946946,0.28518128,0.09342781,-0.004804279,-0.6267375,-0.89604837,-0.3718597,0.15714912,0.37280563,0.045222,-0.72054076,-0.265493,0.34653875,-0.57493764,0.3920344,0.1836276,-0.4726714,0.38957208,0.35096517,0.01862646,-0.30791885,0.11369439,0.16459727,0.013999963,-0.4849961,-0.24648249
0.44561577,0.16522273,-0.49144125,-0.43106154,0.11761267,-0.9100642,-0.17086965,0.28606063,0.525694,-0.31950048,0.45232883,-0.12698269,0.1364891,0.047545638,-0.15481117,-0.24851221,-0.13159958,0.17695433,0.44650692,0.2037936,0.030622743,0.10927719,-0.16756909,0.2390365,0.1412771,-0.3604245,-0.16727349,0.34565234,0.20851395,0.35914457,0.09573339,-0.20053129,-0.27005515,0.012101051,-0.1351674,0.19428101,-0.20678665,0.103373654,-0.2249563,0.06432238,0.21109639,-0.10201889,-0.36321542,-0.08396112,-0.13615885,0.06049116,-0.24389926,-0.31686258,0.12910084,-0.05759754
-0.21492082,0.42523336,-0.38088498,0.23746616,-0.48266575,0.6094396,-0.2985595,-0.23952004,0.26880947,-0.28837365,-0.7974276,0.4134797,-0.18993276,-0.3718842,-0.11643643,-0.25325757,-0.10453826,-0.2766397,-0.32092276,0.035118744,0.047753535,0.22151464,-0.35687584,-0.18469138,-0.064795986,0.3487199,0.08615714,-0.48145697,-0.24200793,-0.40293342,0.01494729,-0.048173383,0.3735612,-0.1355718,-0.13010903,-0.30587733,0.3232699,-0.19178146,0.3869562,0.22153518,-0.30885908,0.28567445,0.60110724,-0.050708763,-0.08479816,0.117274605,0.2551927,0.18030314,-0.20367932,0.1214494
-0.60746545,0.97709894,-1.9195056,-0.29181117,-0.9357902,1.5937477,-1.0870806,-0.6860232,-0.290092,-0.45703018,-0.10117695,0.076883584,-1.2570257,0.6321142,-1.1230228,-0.004700009,-0.5526204,-0.20590115,-0.45905507,0.31666133,0.38148355,0.35590142,-0.5143822,0.07309185,-0.2752772,0.6547803,-0.11020368,-0.521768,-0.44707564,-0.43296424,0.066101655,0.16739257,0.53752667,0.50286853,-0.78281003,-0.92529523,0.2634555,-0.25484255,0.366014,0.34190843,-0.43882874,0.27523756,0.5461789,0.25022566,-0.35505444,0.26208618,0.19127044,-0.28256184,-0.074766815,0.018816857
0.39259323,-0.42781165,0.2607233,0.3101404,0.3902739,-0.4253378,0.18938808,0.4550616,0.29560834,0.11615151,0.049063157,-0.093255244,0.32765704,-0.43959916,0.4543232,-0.25967318,-0.08484782,-0.14218844,0.29352722,0.045915984,-0.095929004,0.11307751,-0.12738137,-0.36449087,-0.07116435,-0.2508817,-0.009756014,0.21917032,0.15369081,0.3472686,0.042200845,-0.32559007,-0.18611144,0.06923962,0.40424836,0.3691509,-0.035705812,0.16267462,-0.23584403,-0.13801464,0.24559344,-0.0137787,-0.25182,-0.18281245,0.08024718,-0.18114379,0.050511625,-0.11952984,-0.07949279,0.019433524
0.01481095,0.8269057,-0.52095854,0.42665976,-0.5982193,0.6669015,-0.2899449,-0.64340204,-0.19745001,-0.17576788,-0.77919847,0.33050725,-0.2528206,-0.14354335,-0.12582844,-0.43920806,-0.053752862,-0.48553738,-0.4697948,0.09988074,0.14764792,-0.0540493,-0.30019847,-0.25267786,-0.32853645,0.35671863,0.090521075,-0.7128346,-0.4224865,-0.30062363,0.09377649,0.112818494,0.36502346,0.0657857,-0.07172549,-0.2109995,0.24816298,0.11281372,0.26050648,0.19171222,-0.5887935,0.1606579,0.46927813,-0.1432879,-0.08523906,0.009620689,0.24907157,0.45896688,-0.21908984,0.1348429
-0.8464283,0.1647583,-0.87232995,1.0253569,-0.36221266,1.7953223,-1.4561015,-0.15124477,-0.89019334,0.050381903,-0.539098,0.6077115,-0.9174245,0.30231833,-0.48855385,-0.33416647,-0.34652314,-0.777468,-0.48282668,0.3322802,0.4040639,0.25577208,-0.044203334,-0.14324333,0.17167747,0.6164088,-0.084001556,-0.7619938,-0.5477763,-0.08864026,0.07963382,0.09777498,0.5141656,0.3278813,-0.34327057,-0.6167166,0.23589145,0.1375064,0.17467102,0.56848705,-0.5953312,0.079329774,0.66548187,0.136034,-0.31288636,0.1924486,0.17616162,0.045657914,-0.03519957,0.2424577
-1.592967,-0.59282935,-0.33215803,2.8720615,-0.032444023,2.0869474,-1.4726884,1.3907155,-1.1023794,0.47131371,-0.103849605,0.8050585,-1.1679782,0.7545588,-1.4835505,-0.81716096,-0.6488634,-0.5554344,0.47031647,0.04366398,0.5130067,0.3015802,0.25374514,0.09573597,0.65033764,0.44620642,-0.21265991,-0.75513273,-0.22456916,0.18098573,0.37658304,-0.05140856,0.35530287,0.31574896,-0.24316302,-0.7987219,0.19041039,0.39236018,-0.044732146,0.27364132,-0.04348684,0.17523603,0.2421587,0.21906301,-0.13899077,0.13555673,0.1196673,-0.2593446,0.18399374,0.40137666
0.7415242,-0.32867825,0.9129263,0.8970325,0.13296545,-1.5699288,0.30390462,0.63172257,0.37792817,0.30231735,0.13414589,-0.1700398,0.6536947,-0.39198744,0.7107776,-0.17118059,0.45950526,-0.18253812,0.6313772,-0.25661045,-0.28281492,0.035537176,-0.050349798,0.13036159,0.13379872,-0.54380405,0.12956734,0.38634643,0.48837444,0.6596596,0.118191384,-0.3435482,-0.44796115,-0.04996699,0.36181355,0.49904114,-0.2372432,0.3846951,-0.3410644,-0.2660004,0.48933542,-0.34449252,-0.559399,-0.05119513,0.062427446,-0.33164054,-0.3144802,-0.15291911,0.09595561,-0.094173685
-0.42788854,-0.44463387,0.7948702,2.4879005,0.16991983,0.06530595,-0.20454508,0.95442015,-1.0014709,0.8828497,-0.3788032,0.6256437,0.01859551,0.07313034,-0.013208855,-0.4570231,-0.34292048,-0.2585661,0.49451476,-0.09172431,0.048905622,0.19129227,0.19311124,0.047641322,0.41857034,-0.015175384,-0.05279757,-0.5189283,0.041701876,0.4559083,0.27502352,-0.20661771,0.10664113,0.069617376,0.46601358,-0.046475314,-0.012902783,0.44678786,-0.07495201,-0.18669906,0.1999039,0.04506971,-0.26870927,-0.01662128,0.03788272,-0.27470326,-0.06890589,-0.20425859,0.1623805,0.3168523
-0.82135516,-0.070885785,-0.100166306,2.02181,-0.07292178,1.242452,-1.2974378,0.5600712,-1.1967158,0.41242,-0.85954034,0.8676388,-0.03578138,-0.16967262,-0.18747878,-0.5697094,-0.20367953,-0.63861406,-0.055597756,-0.26098385,0.3775426,0.05742795,-0.005317655,-0.28499222,0.22598921,0.3600776,0.3695708,-0.7859293,-0.39009002,0.1489908,0.09078066,0.12150843,0.56223077,0.26175776,0.028592605,-0.48008657,0.1806832,0.28575304,0.1708605,0.20957363,-0.5248446,0.04784258,0.47450823,-0.007332586,-0.028325971,-0.134649,0.05276174,0.2650455,0.010978016,0.24922471
0.17391671,-0.17436454,-0.1100081,-0.28465387,-0.36281055,-0.63879544,0.3777001,0.099746235,0.24533361,0.05167188,-0.20734951,0.063246235,0.41447973,-0.29168123,0.26281682,-0.37738466,-0.067717046,0.07821885,-0.10334738,-0.15272814,-0.14909393,-0.08569425,-0.13611919,-0.28621858,0.016222734,0.07553105,0.072616175,-0.4315573,0.03533729,-0.006684147,0.18348178,-0.1666456,0.19425869,-0.17059559,0.13472281,0.11201099,0.008392938,0.16152377,0.1523575,0.005602929,-0.07344182,0.18659237,-0.18337306,-0.00513193,0.07936351,-0.065185405,-0.09667068,0.15053016,-0.023975948,0.16269884
-0.1274218,-0.5509449,0.8958517,2.6638682,0.46759057,-0.60482436,-0.7885517,1.176353,-0.8324502,1.1052542,0.108622015,0.41451925,0.21662928,0.45622626,0.12611735,-0.46530217,0.22508082,-0.43482608,1.0560777,-0.34634376,0.034686852,-0.058459513,0.45321113,0.36208946,0.6144588,-0.27213803,-0.1568017,-0.046740882,0.3769244,0.63274664,0.4437544,-0.034468785,-0.20092088,0.35465527,0.65113866,0.2115292,-0.06978313,0.37944403,-0.45147762,-0.106720164,0.4813252,-0.20166802,-0.5271517,-0.002008854,0.062840804,-0.18726613,-0.27300933,-0.2760566,0.2609535,0.23672171
0.27626428,1.2160926,-0.4729812,-1.5262656,-0.41628918,0.02799413,0.42369252,-1.2774471,0.5331931,-0.655531,-0.7917222,-0.5900043,-0.1065014,-0.35185474,0.18617973,-0.13690512,-0.35942173,-0.24437529,-0.9366074,0.24798495,0.097157404,-0.22465546,-0.6377094,-0.3666688,-0.6441275,0.5682824,0.17634143,-0.55230117,-0.46964973,-0.67552984,-0.16195701,-0.12140674,0.38479432,-0.09146004,-0.3699494,-0.49285376,0.19257416,-0.39047372,0.45840988,0.16696829,-0.5309256,0.28414768,0.36506203,-0.2376197,-0.2301502,0.09481959,0.15244287,0.30527967,-0.26582053,-0.1309901
